class	vtable_rva	method_count	method_rvas
.?AVUpgradeDummyBehaviorClass@@	0x876ee0	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2350,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c23d0,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVUpgradeDummyBehaviorClass@@	0x876fb8	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVUpgradeDummyBehaviorClass@@	0x876fe0	3	0x4c307c,0x4c30c0,0x17dc70
.?AVDestroyAfterPlanetaryBombardDummyBehaviorClass@@	0x877000	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c23e0,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2460,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVDestroyAfterPlanetaryBombardDummyBehaviorClass@@	0x8770d8	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVDestroyAfterPlanetaryBombardDummyBehaviorClass@@	0x877100	3	0x4c307c,0x4c30c0,0x17dc70
.?AVIonStunEffectBehaviorClass@@	0x8778c8	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2520,0x17dc70,0x18ceb0,0x62bba0,0x1fa90,0x4c2540,0x62b8d0,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVIonStunEffectBehaviorClass@@	0x8779a0	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVIonStunEffectBehaviorClass@@	0x8779c8	3	0x4c307c,0x4c30c0,0x17dc70
.?AVGroundBaseDummyBehaviorClass@@	0x877a08	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2590,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2610,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVGroundBaseDummyBehaviorClass@@	0x877ae0	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVGroundBaseDummyBehaviorClass@@	0x877b08	3	0x4c307c,0x4c30c0,0x17dc70
.?AVStarBaseDummyBehaviorClass@@	0x877b48	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2620,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c26a0,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVStarBaseDummyBehaviorClass@@	0x877c20	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVStarBaseDummyBehaviorClass@@	0x877c48	3	0x4c307c,0x4c30c0,0x17dc70
.?AVSquadronDummyBehaviorClass@@	0x877c88	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c26c0,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2740,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVSquadronDummyBehaviorClass@@	0x877d60	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVSquadronDummyBehaviorClass@@	0x877d88	3	0x4c307c,0x4c30c0,0x17dc70
.?AVGroundCompanyDummyBehaviorClass@@	0x877dc8	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2760,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c27e0,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVGroundCompanyDummyBehaviorClass@@	0x877ea0	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVGroundCompanyDummyBehaviorClass@@	0x877ec8	3	0x4c307c,0x4c30c0,0x17dc70
.?AVOrbitalStructureDummyBehaviorClass@@	0x877f08	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c27f0,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2870,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVOrbitalStructureDummyBehaviorClass@@	0x877fe0	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVOrbitalStructureDummyBehaviorClass@@	0x878008	3	0x4c307c,0x4c30c0,0x17dc70
.?AVDestroyAfterBombingRunDummyBehaviorClass@@	0x878050	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2880,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2900,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVDestroyAfterBombingRunDummyBehaviorClass@@	0x878128	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVDestroyAfterBombingRunDummyBehaviorClass@@	0x878150	3	0x4c307c,0x4c30c0,0x17dc70
.?AVGroundStructureDummyBehaviorClass@@	0x8781a0	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2910,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2990,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVGroundStructureDummyBehaviorClass@@	0x878278	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVGroundStructureDummyBehaviorClass@@	0x8782a0	3	0x4c307c,0x4c30c0,0x17dc70
.?AVDestroyAfterSpecialWeaponFiredDummyBehaviorClass@@	0x8782e8	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c29a0,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2a20,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVDestroyAfterSpecialWeaponFiredDummyBehaviorClass@@	0x8783c0	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVDestroyAfterSpecialWeaponFiredDummyBehaviorClass@@	0x8783e8	3	0x4c307c,0x4c30c0,0x17dc70
.?AVLandBaseLevelComponentDummyBehaviorClass@@	0x878408	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2a30,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2ab0,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVLandBaseLevelComponentDummyBehaviorClass@@	0x8784e0	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVLandBaseLevelComponentDummyBehaviorClass@@	0x878540	3	0x4c307c,0x4c30c0,0x17dc70
.?AVReinforcementPointBehaviorClass@@	0x878590	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2b40,0x17dc70,0x18ceb0,0x53d860,0x1fa90,0x4c2b60,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVReinforcementPointBehaviorClass@@	0x878668	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVReinforcementPointBehaviorClass@@	0x878690	3	0x4c307c,0x4c30c0,0x17dc70
.?AVHintBehaviorClass@@	0x8786d0	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2be0,0x13b7d0,0x17d070,0x4c2f70,0x630cd0,0x4c2c60,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVHintBehaviorClass@@	0x8787a8	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVHintBehaviorClass@@	0x8787d0	3	0x4c307c,0x4c30c0,0x17dc70
.?AVTooltipDummyBehaviorClass@@	0x878808	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2cd0,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2d50,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x17dc70,0x4c30a0,0x4c30b0,0x17d070
.?AVTooltipDummyBehaviorClass@@	0x8788e0	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVTooltipDummyBehaviorClass@@	0x878908	3	0x4c307c,0x4c30c0,0x17dc70
.?AVStarshipDummyBehaviorClass@@	0x878948	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c2e00,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c2e80,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVStarshipDummyBehaviorClass@@	0x878a20	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVStarshipDummyBehaviorClass@@	0x878a48	3	0x4c307c,0x4c30c0,0x17dc70
.?AVSpecialWeaponSourceDummyBehaviorClass@@	0x878a90	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4c31b0,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x4c3230,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVSpecialWeaponSourceDummyBehaviorClass@@	0x878b68	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVSpecialWeaponSourceDummyBehaviorClass@@	0x878b90	3	0x4c307c,0x4c30c0,0x17dc70
.?AVBehaviorClass@@	0x878bd8	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x76af38,0x13b7d0,0x17d070,0x4c2f70,0x1fa90,0x76af38,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVBehaviorClass@@	0x878cb0	4	0x3c1c44,0x3c1d6c,0x4c3070,0x1f9d0
.?AVBehaviorClass@@	0x878cd8	3	0x4c307c,0x4c30c0,0x17dc70
.?AV?$DynamicVectorClass@PEAVSFXEventReferenceClass@@@@	0x878d00	1	0x4c3730
.?AV?$DynamicVectorClass@PEAVSpeechEventReferenceClass@@@@	0x878d10	1	0x4c3770
.?AV?$DynamicVectorClass@PEAVMusicEventReferenceClass@@@@	0x878d20	1	0x4c37b0
.?AV?$DynamicVectorClass@PEAVFactionReferenceClass@@@@	0x878d30	1	0x4c37f0
.?AV?$DynamicVectorClass@VNameReferenceClass@@@@	0x878d40	1	0x4c4b70
.?AVProjectileBehaviorClass@@	0x878d58	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4cb060,0x17dc70,0x18ceb0,0x4ce6a0,0x4ca680,0x4cb050,0x4cb6b0,0x4c3000,0x4cafd0,0x18cfa0,0x1fa90,0x1fa90,0x4d0160,0x4ca900,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVProjectileBehaviorClass@@	0x878e30	4	0x3c1c44,0x3c1d6c,0x4c68d0,0x1f9d0
.?AVProjectileBehaviorClass@@	0x878e58	3	0x4c68dc,0x4c30c0,0x17dc70
.?AVAIFreeStoreClass@@	0x878f80	32	0x1f92b0,0x1f92c0,0x4d2960,0x1f9d0,0x4d3a70,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0,0x4d2c90,0x4d5000,0x4d3a80,0x18cec0,0x1fa90,0x1fa90,0x4d5250,0x4d3d10,0x245690,0x4d3040,0x4d3cf0,0x4d3510,0x4d6520
.?AVAIFreeStoreClass@@	0x879088	3	0x4d294c,0x4d4aa0,0x17dc70
.?AV?$LuaMemberFunctionWrapper@VAIFreeStoreClass@@@@	0x8790a8	19	0x1f92b0,0x1f92c0,0x242b50,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x244d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x2457e0,0x245ca0
.?AV?$EventFactoryClass@VTauntEventClass@@$0DC@@@	0x879288	2	0x4d6a10,0x4d6a50
.?AVTauntEventClass@@	0x8792a0	9	0x1f92b0,0x1f92c0,0x4c1ee0,0x1f9d0,0x4d6b50,0x4d6af0,0x4d6a90,0x13b7d0,0x17dc70
.?AVSpaceModeClass@@	0x8792f8	89	0x4d6ea0,0x4d7820,0x4d97a0,0x3b5e10,0x35cc10,0x4d7540,0x3b5a40,0x3ba3b0,0x3baed0,0x3b8940,0x1fa90,0x1fa90,0x3baf10,0x4d7da0,0x4d9300,0x4d80b0,0x4d89a0,0x4d8750,0x360970,0x1fa90,0x4d8de0,0x4d8fa0,0x4d95a0,0x4d9110,0x4d9710,0x4d9750,0x4d9790,0x4d9760,0x18cec0,0x4d77c0,0x17dc70,0x13b7d0,0x3b81a0,0x4b2070,0x17d070,0x17d070,0x4d7730,0x4d7730,0x4d7740,0x4d7740,0x47940,0x4d7ce0,0x4d7750,0x4b1600,0x361470,0x3613a0,0x17dc70,0x17dc70,0x17d070,0x17d070,0x17d070,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x17d070,0x364ef0,0x1fa90,0x1fa90,0x4d98c0,0x3bac00,0x3b8190,0x4d9770,0x4d7780,0x4d9780,0x4d77e0,0x17d070,0x35e440,0x4d7610,0x4d77d0,0x17d070,0x3b8070,0x17dc70,0x4d7d10,0x4d9850,0x35cf20,0x4d8ae0,0x365150,0x364f30,0x1fa90,0x4d6fd0,0x4d9c20,0x13b7d0,0x1fa90,0x4d75a0,0x35e7f0,0x35f140,0x362580,0x365a80
.?AVSpaceReinforceFOWSampler@@	0x8795d8	1	0x4d92d0
.?AVTheAIClass@@	0x8795f8	1	0x4d9ca0
.?AVAIPerceptionSystemClass@@	0x879610	13	0x4db190,0x4dc410,0x4e0180,0x4de260,0x4dfd90,0x4df230,0x1fa90,0x4e0220,0x76af38,0x17d070,0x17d070,0x1fa90,0x4df960
.?AVAIGoalTargetPerceptionFunctionNodeClass@@	0x879680	5	0x476690,0x4db060,0x4dbf10,0x1fa90,0x4dd850
.?AVAITargetPerceptionNodeClass@@	0x8796e8	5	0x476690,0x4db2a0,0x4dbff0,0x4dbca0,0x4dda70
.?AVAITargetPerceptionNodeClass@@	0x879718	3	0x4db048,0x4dfb60,0x13b7d0
.?AVAIGoalTargetPerceptionNodeClass@@	0x879740	5	0x476690,0x4db090,0x4dbf80,0x4db8d0,0x4dd970
.?AVAIPerceptionSystemDiagnosticsNodeClass@@	0x879788	5	0x476690,0x4db240,0x4dbf80,0x4dbad0,0x4dda30
.?AVGalacticPerceptionSystemClass@@	0x879878	13	0x4e18c0,0x4dc410,0x4e4510,0x4de260,0x4e4110,0x4e28e0,0x4e2060,0x4e4520,0x4e1e00,0x17d070,0x17d070,0x1fa90,0x4e3e30
.?AUNameListStruct@TheShipNamesManagerClass@@	0x879950	4	0x1f92b0,0x1f92c0,0x4e5a40,0x1f9d0
.?AVTheShipNamesManagerClass@@	0x879978	1	0x4e5ae0
.?AV?$DatabaseObjectManagerClass@VPlanDefinitionClass@@@@	0x879990	4	0x4e7080,0x332b20,0x332b50,0x76af38
.?AVPlanDefinitionManagerClass@@	0x8799b8	4	0x4e70c0,0x332b20,0x332b50,0x4e7150
.?AV?$DatabaseObjectManagerClass@VAITemplateClass@@@@	0x879ca0	4	0x4e8fb0,0x332b20,0x332b50,0x76af38
.?AVTheAITemplateManagerClass@@	0x879cc8	4	0x4e8ff0,0x332b20,0x332b50,0x4e9080
.?AVTheAIPlayerTypeManagerClass@@	0x879e68	1	0x4e99c0
.?AVLobbingSuperweaponBehaviorClass@@	0x879e98	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4ea590,0x17dc70,0x18ceb0,0x4ea6f0,0x491c70,0x4ea580,0x4ea5a0,0x4ea6c0,0x4ea570,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVLobbingSuperweaponBehaviorClass@@	0x879f70	4	0x3c1c44,0x3c1d6c,0x4ea370,0x1f9d0
.?AVLobbingSuperweaponBehaviorClass@@	0x879f98	3	0x4ea37c,0x4c30c0,0x17dc70
.?AVTeamDataPackClass@@	0x87a160	2	0x4ece10,0x4ec840
.?AVTransportDataPackClass@@	0x87a180	2	0x4edd00,0x4ed840
.?AVHintDataPackClass@@	0x87a1a0	2	0x4ee370,0x4ee2e0
.?AVLightEffectDataPackClass@@	0x87a1b8	2	0x4ee660,0x4ee470
.?AVTransportBehaviorClass@@	0x87ae48	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4f3bc0,0x13b7d0,0x18ceb0,0x42f140,0x4f39b0,0x4f3b70,0x401da0,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x4f45d0,0x4f3ad0,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVTransportBehaviorClass@@	0x87af20	4	0x3c1c44,0x3c1d6c,0x4f3324,0x1f9d0
.?AVTransportBehaviorClass@@	0x87af48	3	0x4f3330,0x4c30c0,0x17dc70
.?AVUnitDamagedDataClass@@	0x87af80	2	0x4f5930,0x29ba50
.?AVUnitAIBehaviorClass@@	0x87af98	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4f5940,0x17dc70,0x18ceb0,0x4f6070,0x4f52f0,0x4f57c0,0x401da0,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x4f5350,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVUnitAIBehaviorClass@@	0x87b070	4	0x3c1c44,0x3c1d6c,0x4f47a8,0x1f9d0
.?AVUnitAIBehaviorClass@@	0x87b098	3	0x4f47b4,0x4c30c0,0x17dc70
.?AVMovementCoordinatorClass@@	0x87b278	13	0x4f6a60,0x4f77e0,0x17dc70,0x4f6b60,0x4f7d30,0x4f8080,0x4f7770,0x13b7d0,0x4f7360,0x1fa90,0x1fa90,0x4f80c0,0x17dc70
.?AVLandObstacleBehaviorClass@@	0x87b358	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x4f8870,0x17dc70,0x4f8840,0x4f90c0,0x4f87a0,0x4f8830,0x4f8880,0x4c3000,0x1fa90,0x18cfa0,0x4f8800,0x1fa90,0x4f90f0,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x1fc30
.?AVLandObstacleBehaviorClass@@	0x87b430	4	0x3c1c44,0x3c1d6c,0x4f8720,0x1f9d0
.?AVLandObstacleBehaviorClass@@	0x87b458	3	0x4f872c,0x4c30c0,0x17dc70
.?AV?$DynamicVectorClass@VFleetMember@@@@	0x87b4a0	1	0x4fb980
.?AVCapturePointBehaviorClass@@	0x87b5d0	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x5016e0,0x17dc70,0x1fc30,0x501980,0x500990,0x5012f0,0x5016f0,0x4c3000,0x5011c0,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVCapturePointBehaviorClass@@	0x87b6a8	4	0x3c1c44,0x3c1d6c,0x500918,0x1f9d0
.?AVCapturePointBehaviorClass@@	0x87b6d0	3	0x500924,0x4c30c0,0x17dc70
.?AVAffectedByShieldBehaviorClass@@	0x87b710	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x5026d0,0x17dc70,0x18ceb0,0x502f70,0x502600,0x5026c0,0x401da0,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVAffectedByShieldBehaviorClass@@	0x87b7e8	4	0x3c1c44,0x3c1d6c,0x50257c,0x1f9d0
.?AVAffectedByShieldBehaviorClass@@	0x87b810	3	0x502588,0x5026e0,0x17dc70
.?AV?$SingletonInstance@VDynamicLandPathFinderClass@@@@	0x87b850	2	0x25ac0,0x503850
.?AVCollisionSystemClass@@	0x87b868	3	0x5047a0,0x50a240,0x17dc70
.?AVCollisionSystemClass@@	0x87b888	2	0x504794,0x505dd0
.?AVCollisionSystemDiagnosticsNodeClass@@	0x87b8a0	5	0x476690,0x4af980,0x5057e0,0x505200,0x509050
.?AV?$EnumConversionClass@W4tVisibilityLevelType@@@@	0x87b908	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$BitfieldConversionClass@W4tVisibilityLevelType@@@@	0x87b940	6	0x1d9640,0x5114f0,0x46fe10,0x1dc1d0,0x511300,0x510df0
.?AVInvasionBlockStatus@@	0x87bbb0	21	0x1f92b0,0x1f92c0,0x511870,0x1f9d0,0x511940,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x511d90,0x511ad0,0x1fa90,0x13b7d0,0x2586d0,0x511a20,0x511ce0
.?AVInvasionBlockStatus@@	0x87bc60	3	0x51185c,0x511bf0,0x17dc70
.?AVFormationBlockStatus@@	0x87bc88	21	0x1f92b0,0x1f92c0,0x511f10,0x1f9d0,0x512080,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x512540,0x512240,0x1fa90,0x13b7d0,0x2586d0,0x512180,0x5124c0
.?AVFormationBlockStatus@@	0x87bd38	3	0x511f04,0x5123e0,0x17dc70
.?AVEventClass@@	0x87bd58	9	0x1f92b0,0x1f92c0,0x512700,0x1f9d0,0x76af38,0x512810,0x512730,0x13b7d0,0x13b7d0
.?AV?$DynamicVectorClass@PEAVBaseEventFactoryClass@@@@	0x87bda8	1	0x5128a0
.?AVScheduledEventClass@@	0x87c750	10	0x1f92b0,0x1f92c0,0x427140,0x1f9d0,0x76af38,0x512d00,0x512ca0,0x17dc70,0x13b7d0,0x17dc70
.?AV?$EventFactoryClass@VProductionEventClass@@$06@@	0x890198	2	0x523f10,0x1e5e80
.?AVProductionEventClass@@	0x8901b8	10	0x1f92b0,0x1f92c0,0x3acf20,0x1f9d0,0x524130,0x524070,0x523f80,0x17dc70,0x13b7d0,0x17dc70
.?AV?$EventFactoryClass@VBombingRunEventClass@@$0BM@@@	0x890248	2	0x524510,0x524550
.?AVBombingRunEventClass@@	0x890268	10	0x1f92b0,0x1f92c0,0x403ae0,0x1f9d0,0x5246d0,0x524650,0x524590,0x17dc70,0x13b7d0,0x17dc70
.?AVTacticalSellBehaviorClass@@	0x8902c0	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x524a40,0x13b7d0,0x17d070,0x42f140,0x524830,0x524a30,0x524a50,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x524890,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVTacticalSellBehaviorClass@@	0x890398	4	0x3c1c44,0x3c1d6c,0x5247b4,0x1f9d0
.?AVTacticalSellBehaviorClass@@	0x8903c0	3	0x5247c0,0x4c30c0,0x17dc70
.?AVAIExecutionSystemClass@@	0x890428	8	0x524da0,0x525080,0x526590,0x526110,0x526470,0x526280,0x526120,0x526730
.?AVGalacticExecutionPathFinderClass@@	0x890470	4	0x524e60,0x693e20,0x693c30,0x693db0
.?AVLandExecutionPathFinderClass@@	0x890498	4	0x524ea0,0x694140,0x694010,0x6940e0
.?AVAIExecutionSystemDiagnosticsNodeClass@@	0x8904c0	5	0x476690,0x4af980,0x524f90,0x1fa90,0x5260a0
.?AV?$ReferenceListClass@VAIBuildTaskClass@@@@	0x890508	2	0x12ef80,0x524d20
.?AV?$DynamicVectorClass@VPlayerPlanetaryBombardClass@@@@	0x8905f8	1	0x528100
.?AV?$DynamicVectorClass@PEAVPlanetaryBombardLightClass@@@@	0x890608	1	0x5280c0
.?AV?$EventFactoryClass@VPlanetaryBombardEventClass@@$0DG@@@	0x8906d8	2	0x52af70,0x52afb0
.?AVPlanetaryBombardEventClass@@	0x8906f8	10	0x1f92b0,0x1f92c0,0x403ae0,0x1f9d0,0x52aff0,0x524650,0x524590,0x17dc70,0x13b7d0,0x17dc70
.?AVCorruptionAbilityClass@@	0x890758	32	0x52b110,0x48d340,0x52bde0,0x17d070,0x1fa90,0x52be20,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x52bf20,0x52c940,0x52b160,0x13b7d0
.?AVCorruptionAbilityClass@@	0x890860	4	0x1f92b0,0x1f92c0,0x52b0fc,0x1f9d0
.?AVStorySubPlotClass@@	0x890a60	1	0x52e4b0
.?AVLogWindowItem@@	0x890ba0	10	0x1f92b0,0x1f92c0,0x530bd0,0x1f9d0,0x530f20,0x530f30,0x530e10,0x530f80,0x1fa90,0x1fa90
